task,task_type,trial,rotation_angle_deg,15,21,23,17,13,19,2,11,9,1,25,26,7
rotated_training_60,cursor,34,-60,48.28,36.31,65.15,70.32,36.62,51.07,52.77,54.36,57.5,25.27,40.29,58.62,39.17
rotated_training_60,cursor,35,-60,54.14,40.39,61.27,67.41,22.12,35.44,60.23,11.89,40.14,41.3,52.09,62.08,31.81
rotated_training_60,cursor,36,-60,54.8,43.3,49.4,30.45,34.03,41.15,49.67,52.05,63.98,46.52,34,63.69,30.83
rotated_training_60,cursor,37,-60,54.85,52.65,66.06,62.87,42.4,35.84,28.11,63.15,59.48,54.66,42.99,61.06,30.96
rotated_training_60,cursor,38,-60,57.55,52.05,51.73,68.52,18.04,56.47,54.77,-2.81,50.77,29.56,53.43,59.55,29.71
rotated_training_60,cursor,39,-60,57.15,19.24,62.41,61.31,38.56,60.18,60.43,57.21,56.25,35.13,52.22,41.48,36.45
rotated_training_60,cursor,40,-60,51.25,33.58,60.71,56.98,13.63,50.53,43.11,37.65,63.34,34.85,45,57.59,36.31
rotated_training_60,cursor,41,-60,66.53,38.03,62.5,75.09,42.21,31.53,54.41,58.31,57.15,66.42,57.17,55.93,39.31
rotated_training_60,cursor,42,-60,56.14,42.78,61.68,54.36,45.88,29.71,62.57,54.46,48.96,34.05,37.06,59.79,38.05
rotated_training_60,cursor,43,-60,62.14,50.36,64.64,57.93,19.91,56.2,68.88,-19.24,59.66,35.29,45.2,59.82,36.09
rotated_training_60,cursor,44,-60,57.49,45.96,61.87,48.54,30.5,84.23,53.43,58.82,57.86,20,49.36,62.29,45.37
rotated_training_60,cursor,45,-60,63.43,48.33,63.08,71.31,36.66,52.2,48.76,53.19,49.92,55.62,38.13,55.18,40.47
no-cursor_60_exclude,no_cursor,1,0,9.51,12.88,-4.46,1.97,27.77,4.67,5.06,13.47,23.37,14.73,21.1,22.36,6.9
no-cursor_60_exclude,no_cursor,2,0,30.24,20.28,12.39,13.21,20.03,-3.44,18.06,15.18,33.52,10.03,29.47,21.92,25.51
no-cursor_60_exclude,no_cursor,3,0,0.6,17.05,1.18,25.96,7.66,19.55,3.41,14.85,16.76,21.64,28.59,23.2,18.34
